# koodo word-structure pack v1 (forms) | MorphyNet eng v1, CC BY-SA 3.0, source: English Wiktionary | https://github.com/kbatsuren/MorphyNet
aardvarks	aardvark
afterviews	afterview
afterworlds	afterworld
againsaid	againsay
againsaying	againsay
againsays	againsay
againstanding	againstand
againstands	againstand
againstood	againstand
agamas	agama
agametes	agamete
agamids	agamid
agamists	agamist
agammaglobulinemias	agammaglobulinemia
agammaglobulinemics	agammaglobulinemic
agapeists	agapeist
agapists	agapist
agaricologists	agaricologist
agarics	agaric
agaroses	agarose
agatized	agatize
agatizes	agatize
agatizing	agatize
aged	age
agefuls	ageful
ageing	age
ageings	ageing
ageists	ageist
agentesses	agentess
agentives	agentive
agentries	agentry
agents	agent
agers	ager
ages	age
ageusiacs	ageusiac
agglomerated	agglomerate
agglomerates	agglomerate
agglomerating	agglomerate
agglutinated	agglutinate
agglutinates	agglutinate
agglutinating	agglutinate
agglutinatives	agglutinative
aggraded	aggrade
aggrades	aggrade
aggrading	aggrade
aggrandised	aggrandise
aggrandises	aggrandise
aggrandising	aggrandise
aggrandized	aggrandize
aggrandizers	aggrandizer
aggrandizes	aggrandize
aggrandizing	aggrandize
aggravated	aggravate
aggravates	aggravate
aggravating	aggravate
aggravatives	aggravative
aggravators	aggravator
aggrecanases	aggrecanase
aggregabilities	aggregability
aggregants	aggregant
aggregated	aggregate
aggregates	aggregate
aggregating	aggregate
aggregations	aggregation
aggregators	aggregator
aggressed	aggress
aggresses	aggress
aggressing	aggress
aggressins	aggressin
aggressionists	aggressionist
aggressivists	aggressivist
aggressors	aggressor
aggrieved	aggrieve
aggrievers	aggriever
aggrieves	aggrieve
aggrieving	aggrieve
aggroupments	aggroupment
agilists	agilist
agios	agio
agistors	agistor
agitated	agitate
agitates	agitate
agitating	agitate
agitpropped	agitprop
agitpropping	agitprop
agitprops	agitprop
aglets	aglet
aglyphs	aglyph
agnames	agname
agnates	agnate
agnominated	agnominate
agnominates	agnominate
agnominating	agnominate
agnominations	agnomination
agnopeptides	agnopeptide
agnosics	agnosic
agnosticized	agnosticize
agnosticizes	agnosticize
agnosticizing	agnosticize
agnostics	agnostic
agnotologists	agnotologist
agonics	agonic
agonised	agonise
agonises	agonise
agonising	agonise
agonisings	agonising
agonisms	agonism
agonists	agonist
agonizations	agonization
agonized	agonize
agonizers	agonizer
agonizes	agonize
agonizing	agonize
agonizings	agonizing
agonothetes	agonothete
agoraphobiacs	agoraphobiac
agoraphobias	agoraphobia
agoraphobics	agoraphobic
agorists	agorist
agoutis	agouti
agpaites	agpaite
agranulocytes	agranulocyte
agraphesthesias	agraphesthesia
agrarianized	agrarianize
agrarianizes	agrarianize
agrarianizing	agrarianize
agrarians	agrarian
agreeables	agreeable
agreed	agree
agreeing	agree
agreeings	agreeing
agreers	agreer
agrees	agree
agricorporations	agricorporation
agriculturalised	agriculturalise
agriculturalises	agriculturalise
agriculturalising	agriculturalise
agriculturalists	agriculturalist
agriculturalized	agriculturalize
agriculturalizes	agriculturalize
agriculturalizing	agriculturalize
agriculturals	agricultural
agriculturers	agriculturer
agricultures	agriculture
agriculturists	agriculturist
agriculturized	agriculturize
agriculturizes	agriculturize
agriculturizing	agriculturize
agridollars	agridollar
agrifoodstuffs	agrifoodstuff
agriforests	agriforest
agriglyphs	agriglyph
agrins	agrin
agriologists	agriologist
agripreneurs	agripreneur
agriproducts	agriproduct
agrisystems	agrisystem
agritourists	agritourist
agrobiologists	agrobiologist
agrobiomes	agrobiome
agrochemicals	agrochemical
agroclimates	agroclimate
agroclones	agroclone
agroecologists	agroecologist
agroeconomies	agroeconomy
agroecosystems	agroecosystem
agroenvironments	agroenvironment
agroexpressions	agroexpression
agroextractivists	agroextractivist
agroforesters	agroforester
agroforests	agroforest
agrograsslands	agrograssland
agrohabitats	agrohabitat
agroindustries	agroindustry
agroinfections	agroinfection
agroinfiltrated	agroinfiltrate
agroinfiltrates	agroinfiltrate
agroinfiltrating	agroinfiltrate
agrologists	agrologist
agrometeorologists	agrometeorologist
agrominerals	agromineral
agronanofungicides	agronanofungicide
agronomists	agronomist
agroparks	agropark
agropastoralists	agropastoralist
agropatches	agropatch
agropesticides	agropesticide
agrophysicists	agrophysicist
agroprocessors	agroprocessor
agroresidues	agroresidue
agrosciences	agroscience
agrostologists	agrostologist
agrosystems	agrosystem
agrotechnicians	agrotechnician
agrotechniques	agrotechnique
agroterrorists	agroterrorist
agrotransformants	agrotransformant
agrotypes	agrotype
agrovets	agrovet
agued	ague
agues	ague
aguing	ague
aguised	aguise
aguises	aguise
aguising	aguise
ahuras	ahura
aiders	aider
aiguillettes	aiguillette
ailed	ail
ailing	ail
ailings	ailing
ailments	ailment
ails	ail
ailurophiles	ailurophile
aimed	aim
aimers	aimer
aiming	aim
aimings	aiming
aims	aim
airbags	airbag
airbrushed	airbrush
airbrushers	airbrusher
airbrushes	airbrush
airbrushing	airbrush
aircrews	aircrew
airdropped	airdrop
airdropping	airdrop
airdrops	airdrop
airers	airer
airfields	airfield
airfoils	airfoil
airframers	airframer
airframes	airframe
airgrams	airgram
airgraphs	airgraph
airheads	airhead
airier	airy
airiest	airy
airlifted	airlift
airlifters	airlifter
airlifting	airlift
airlifts	airlift
airliners	airliner
airlines	airline
airlings	airling
airlocks	airlock
airplaned	airplane
airplanes	airplane
airplaning	airplane
airpocalypses	airpocalypse
airporters	airporter
airscapes	airscape
airshipped	airship
airshipping	airship
airships	airship
airsicknesses	airsickness
airstrikers	airstriker
airstrikes	airstrike
airstriking	airstrike
airstruck	airstrike
aitches	aitch
ajarred	ajar
ajarring	ajar
ajars	ajar
akaryocytes	akaryocyte
akoasms	akoasm
akreophagists	akreophagist
alacrified	alacrify
alacrifies	alacrify
alacrifying	alacrify
alanates	alanate
alanes	alane
alanines	alanine
alans	Alan
alanyls	alanyl
alarmers	alarmer
alarmins	alarmin
alarmists	alarmist
alaskas	Alaska
alates	alate
alations	alation
albaquults	albaquult
albedometers	albedometer
albertypes	albertype
albinesses	albiness
albinoids	albinoid
albites	albite
albitized	albitize
albitizes	albitize
albitizing	albitize
albos	albo
albs	alb
albumenised	albumenise
albumenises	albumenise
albumenising	albumenise
albumenized	albumenize
albumenizers	albumenizer
albumenizes	albumenize
albumenizing	albumenize
albumenoids	albumenoid
albuminates	albuminate
albuminised	albuminise
albuminises	albuminise
albuminising	albuminise
albuminized	albuminize
albuminizes	albuminize
albuminizing	albuminize
albuminoids	albuminoid
albuminomes	albuminome
albumoses	albumose
alcaldes	alcalde
alchemised	alchemise
alchemises	alchemise
alchemising	alchemise
alchemists	alchemist
alchemized	alchemize
alchemizes	alchemize
alchemizing	alchemize
alcoholaemias	alcoholaemia
alcoholases	alcoholase
alcoholates	alcoholate
alcoholics	alcoholic
alcoholidays	alcoholiday
alcoholised	alcoholise
alcoholises	alcoholise
alcoholising	alcoholise
alcoholists	alcoholist
alcoholized	alcoholize
alcoholizes	alcoholize
alcoholizing	alcoholize
alcoholmeters	alcoholmeter
alcohologists	alcohologist
alcoholometers	alcoholometer
alcolocks	alcolock
alcos	ALCO
alcosols	alcosol
alcoves	alcove
aldehydes	aldehyde
aldermancies	aldermancy
aldermanesses	aldermaness
aldermanships	aldermanship
alders	Alder
alderships	aldership
alditols	alditol
aldohexoses	aldohexose
aldolases	aldolase
aldolates	aldolate
aldolizations	aldolization
aldols	aldol
aldonates	aldonate
aldonolactones	aldonolactone
aldopentoses	aldopentose
aldoses	aldose
aldosides	aldoside
aldosterones	aldosterone
aldosteronomas	aldosteronoma
aldotetroses	aldotetrose
aldotrioses	aldotriose
alembications	alembication
alembics	alembic
alendronates	alendronate
alepidotes	alepidote
alerted	alert
alerting	alert
alerts	alert
alethoscopes	alethoscope
alexins	alexin
algals	algal
algebraicized	algebraicize
algebraicizes	algebraicize
algebraicizing	algebraicize
algebraists	algebraist
algebraized	algebraize
algebraizes	algebraize
algebraizing	algebraize
algebricians	algebrician
algebroids	algebroid
algesias	algesia
algicides	algicide
alginates	alginate
algins	algin
algists	algist
algivores	algivore
algolagniacs	algolagniac
algolagnists	algolagnist
algologists	algologist
algometers	algometer
algorithmicized	algorithmicize
algorithmicizes	algorithmicize
algorithmicizing	algorithmicize
algorithmists	algorithmist
algorithmized	algorithmize
algorithmizes	algorithmize
algorithmizing	algorithmize
algotherapists	algotherapist
aliased	alias
aliases	alias
aliasing	alias
aliasings	aliasing
alibied	alibi
alibiing	alibi
alibis	alibi
alicyclics	alicyclic
alidades	alidade
alienated	alienate
alienates	alienate
alienating	alienate
alienators	alienator
alienatresses	alienatress
aliened	alien
alienees	alienee
aliening	alien
alienized	alienize
alienizes	alienize
alienizing	alienize
alienologists	alienologist
aliens	alien
alighted	alight
alighting	alight
alights	alight
aligners	aligner
alined	aline
alines	aline
alining	aline
aliphatics	aliphatic
aliquoted	aliquot
aliquoting	aliquot
aliquots	aliquot
alists	alist
aliterates	aliterate
alkadienes	alkadiene
alkadienyls	alkadienyl
alkahests	alkahest
alkalibionts	alkalibiont
alkalides	alkalide
alkalified	alkalify
alkalifies	alkalify
alkalifying	alkalify
alkalimeters	alkalimeter
alkalines	alkaline
alkalinised	alkalinise
alkalinises	alkalinise
alkalinising	alkalinise
alkalinized	alkalinize
alkalinizes	alkalinize
alkalinizing	alkalinize
alkaliphiles	alkaliphile
alkalized	alkalize
alkalizers	alkalizer
alkalizes	alkalize
alkalizing	alkalize
alkaloids	alkaloid
alkalophiles	alkalophile
alkanes	alkane
alkaniums	alkanium
alkanoates	alkanoate
alkanofers	alkanofer
alkanols	alkanol
alkanoyls	alkanoyl
alkenes	alkene
alkenoates	alkenoate
alkenylations	alkenylation
alkenyls	alkenyl
alkoxides	alkoxide
alkoxylates	alkoxylate
alkoxylations	alkoxylation
alkoxyls	alkoxyl
alkylated	alkylate
alkylates	alkylate
alkylating	alkylate
alkylations	alkylation
alkylators	alkylator
alkyls	alkyl
alkynals	alkynal
alkynes	alkyne
alkynols	alkynol
alkynylations	alkynylation
alkynyls	alkynyl
allanites	allanite
allantoates	allantoate
allantoids	allantoid
allantoinases	allantoinase
allantoins	allantoin
allatectomies	allatectomy
allatectomized	allatectomize
allatectomizes	allatectomize
allatectomizing	allatectomize
allatives	allative
allayed	allay
allayers	allayer
allaying	allay
allayments	allayment
allays	allay
allegated	allegate
allegates	allegate
allegating	allegate
allegators	allegator
alleged	allege
allegers	alleger
alleges	allege
alleging	allege
allegorised	allegorise
allegorisers	allegoriser
allegorises	allegorise
allegorising	allegorise
allegorists	allegorist
allegorized	allegorize
allegorizers	allegorizer
allegorizes	allegorize
allegorizing	allegorize
alleles	allele
allelochemicals	allelochemical
allelomorphisms	allelomorphism
allelomorphs	allelomorph
allenes	allene
allenoates	allenoate
allenolates	allenolate
allenols	allenol
allenyls	allenyl
allergens	allergen
allergics	allergic
allergies	allergy
allergins	allergin
allergists	allergist
allergized	allergize
allergizes	allergize
allergizing	allergize
allergoids	allergoid
allergologists	allergologist
allergomes	allergome
allergosorbents	allergosorbent
alleviated	alleviate
alleviates	alleviate
alleviating	alleviate
alleviatives	alleviative
alleviators	alleviator
alleys	alley
allianced	alliance
alliancers	alliancer
alliances	alliance
alliancing	alliance
allied	ally
allies	ally
alligatored	alligator
alligatoring	alligator
alligators	alligator
allists	allist
alliterated	alliterate
alliterates	alliterate
alliterating	alliterate
alliterators	alliterator
alliums	allium
alloacceptors	alloacceptor
alloactivations	alloactivation
alloalbumins	alloalbumin
alloalleles	alloallele
alloantibodies	alloantibody
alloantigens	alloantigen
alloarteries	alloartery
alloarthroplasties	alloarthroplasty
allobarriers	allobarrier
allobars	allobar
allocaretakers	allocaretaker
allocated	allocate
allocatees	allocatee
allocates	allocate
allocating	allocate
allocators	allocator
allochemicals	allochemical
allochimeras	allochimera
allocyathins	allocyathin
allocycles	allocycle
allodeterminants	allodeterminant
allodialists	allodialist
allodials	allodial
allodiploids	allodiploid
allododecaploids	allododecaploid
alloenzymes	alloenzyme
allofams	allofam
allofathers	allofather
alloflaps	alloflap
alloforms	alloform
alloglots	alloglot
allografted	allograft
allografting	allograft
allografts	allograft
allogroups	allogroup
allohaploids	allohaploid
allohexaploids	allohexaploid
allohormones	allohormone
alloisomers	alloisomer
allomerisations	allomerisation
allomerizations	allomerization
allomerized	allomerize
allomerizes	allomerize
allomerizing	allomerize
allomers	allomer
allomones	allomone
allomorphs	allomorph
allomothered	allomother
allomothering	allomother
allomothers	allomother
allonursed	allonurse
allonurses	allonurse
allonursing	allonurse
allonyms	allonym
allooctoploids	allooctoploid
alloparasites	alloparasite
alloparasitoids	alloparasitoid
alloparents	alloparent
allopathists	allopathist
allopathogens	allopathogen
allopeptides	allopeptide
allophones	allophone
alloplastics	alloplastic
allopolyploidisations	allopolyploidisation
allopolyploidizations	allopolyploidization
allopolyploids	allopolyploid
alloreactions	alloreaction
alloreactivities	alloreactivity
allorecognized	allorecognize
allorecognizes	allorecognize
allorecognizing	allorecognize
allorejections	allorejection
alloresponses	alloresponse
allosensitisations	allosensitisation
allosexuals	allosexual
allosomes	allosome
allospecifics	allospecific
allosterics	allosteric
allostimulators	allostimulator
allostratigraphies	allostratigraphy
allosucklings	allosuckling
allotetraploidizations	allotetraploidization
allotetraploids	allotetraploid
allothreonines	allothreonine
allotmenteers	allotmenteer
allotones	allotone
allotopies	allotopy
allotransplanted	allotransplant
allotransplanting	allotransplant
allotransplants	allotransplant
allotriomorphs	allotriomorph
allotriploids	allotriploid
allotropes	allotrope
allotrophs	allotroph
allotropized	allotropize
allotropizes	allotropize
allotropizing	allotropize
allots	allot
allotted	allot
allottees	allottee
allotters	allotter
allotting	allot
allotypes	allotype
alloveins	allovein
allowables	allowable
allowanced	allowance
allowances	allowance
allowancing	allowance
allowees	allowee
allowers	allower
alloxanates	alloxanate
allozymes	allozyme
alluaudites	alluaudite
alluded	allude
alludes	allude
alluding	allude
allured	allure
allurements	allurement
allurers	allurer
allures	allure
alluring	allure
allurings	alluring
alluvials	alluvial
allying	ally
allylated	allylate
allylates	allylate
allylating	allylate
allylations	allylation
allyls	allyl
almondines	almondine
almoners	almoner
almosts	almost
alnagers	alnager
alnages	alnage
aloes	aloe
alopecians	alopecian
alopecists	alopecist
alphabetarians	alphabetarian
alphabeted	alphabet
alphabeticians	alphabetician
alphabeting	alphabet
alphabetised	alphabetise
alphabetisers	alphabetiser
alphabetises	alphabetise
alphabetising	alphabetise
alphabetized	alphabetize
alphabetizers	alphabetizer
alphabetizes	alphabetize
alphabetizing	alphabetize
alphabets	alphabet
alphacoronaviruses	alphacoronavirus
alphanumerics	alphanumeric
alphasorts	alphasort
alphatrons	alphatron
alphettes	alphette
alphornists	alphornist
alphorns	alphorn
alpines	Alpine
alpinists	alpinist
alps	alp
alrightniks	alrightnik
altarages	altarage
altarists	altarist
altarlets	altarlet
altars	altar
alterables	alterable
alterationists	alterationist
alteratives	alterative
